image_path,question,answer
Alhaitham/07937680.jpg,Which hero/villain is depicted here?,There’s no mistaking the look of Alhaitham.
Alhaitham/07938070.jpg,This is an image of which character?,You’d immediately associate this image with Alhaitham.
Alhaitham/07938484.jpg,What’s the nickname of this figure?,It’s safe to say that this is Alhaitham.
Alhaitham/07938909.jpg,What’s the title of this character?,"In this scene, we are looking at Alhaitham."
Alhaitham/07939425.jpg,Is this a hero or a villain? What’s their name?,You probably guessed it right—it’s Alhaitham.
Alhaitham/07940091.jpg,Can you name this character?,"An unforgettable presence in the series, Alhaitham."
Alhaitham/07940678.jpg,What’s the full name of this character?,It’s not difficult to see that this is Alhaitham.
Alhaitham/07941160.jpg,Who is the protagonist shown here?,It’s hard to mistake Alhaitham for anyone else.
Alhaitham/07941645.jpg,This is a powerful character. Who is it?,A fantastic representation of Alhaitham in this frame.
Alhaitham/07942046.jpg,Which legendary warrior is this?,The identity of this character is clear—it’s Alhaitham.
Alhaitham/07942431.jpg,Is this character familiar? Name them.,Fans will instantly know this is Alhaitham.
Alhaitham/07942764.jpg,Which franchise features this character?,Alhaitham always stands out with their presence.
Alhaitham/07943104.jpg,This is a legendary character. Who are they?,Every series has an iconic character—this one is Alhaitham.
Alhaitham/07943469.jpg,Is this character familiar? Name them.,This character stands out—it’s Alhaitham.
Alhaitham/07943848.jpg,You’ve seen this face before. Who is it?,Alhaitham is a major part of their storyline.
Alhaitham/07944274.jpg,Tell me the name of this character.,One of the most famous fictional names—Alhaitham.
Alhaitham/07944636.jpg,Which fictional character is this?,Alhaitham has one of the most memorable faces.
Alhaitham/07944973.jpg,Who is the protagonist shown here?,Many would agree that this looks like Alhaitham.
Alhaitham/07945326.jpg,What’s the identity of this anime character?,The identity of this character is clear—it’s Alhaitham.
Alhaitham/07945707.jpg,Who is this anime/game legend?,"A well-established figure in the story, Alhaitham."
Alhaitham/07946151.jpg,What’s the full name of this character?,Alhaitham is the character shown in this image.
Alhaitham/07946636.jpg,Do you know this character?,Alhaitham is remembered for their amazing story.
Alhaitham/07947246.jpg,Look at this image. Who is it?,A fantastic representation of Alhaitham in this frame.
Alhaitham/07947814.jpg,What’s the nickname of this figure?,There’s something unforgettable about Alhaitham.
Alhaitham/07948225.jpg,Any idea who this might be?,"A popular figure in the fandom, Alhaitham, is seen here."
Alhaitham/07948574.jpg,Who do you see in this image?,The name you're searching for is indeed Alhaitham.
Alhaitham/07949005.jpg,Who is this warrior?,The story wouldn’t be the same without Alhaitham.
Alhaitham/07949391.jpg,What’s the role of this character?,"This famous character, Alhaitham, is instantly recognizable."
Alhaitham/07949775.jpg,Which figure is this?,"This famous character, Alhaitham, is instantly recognizable."
Alhaitham/07950176.jpg,This hero saves lives. What’s their name?,"No doubt, fans will recognize Alhaitham here."
Alhaitham/07950553.jpg,Which animated figure is this?,Alhaitham has one of the most memorable faces.
Alhaitham/07950953.jpg,Who is this iconic figure?,Look closely—Alhaitham is present in this image.
Alhaitham/07951375.jpg,Which character is shown?,"A well-established figure in the story, Alhaitham."
Alhaitham/07951800.jpg,A recognizable character. Who is it?,Alhaitham is the character shown in this image.
Alhaitham/07952138.jpg,Tell me the name of this character.,Characters like Alhaitham leave a lasting impression.
Alhaitham/07952452.jpg,What’s the nickname of this figure?,"The expression here is classic Alhaitham, no doubt."
Alhaitham/07952764.jpg,Who is this iconic figure?,"The expression here is classic Alhaitham, no doubt."
Alhaitham/07953153.jpg,Do you know this character?,"A defining character in the story, Alhaitham, is featured here."
Alhaitham/07953590.jpg,Who is this anime/game legend?,"Without a doubt, Alhaitham is recognized everywhere."
Alhaitham/07954169.jpg,Who is portrayed in this image?,It’s safe to say that this is Alhaitham.
Alhaitham/07954830.jpg,Identify this character.,"A remarkable figure, Alhaitham, is easily spotted."
Alhaitham/07955457.jpg,Tell me the name of this character.,"You might already be thinking of Alhaitham, and you’d be right."
Alhaitham/07956035.jpg,What’s the name of this hero?,"A striking character, Alhaitham, is in the spotlight here."
Alhaitham/07956564.jpg,Which anime/game character is in this image?,It’s safe to say that this is Alhaitham.
Alhaitham/07956995.jpg,Who is the main character in this scene?,"Without a doubt, Alhaitham is recognized everywhere."
Alhaitham/07957475.jpg,What’s the real identity of this masked character?,"You might already be thinking of Alhaitham, and you’d be right."
Alhaitham/07957884.jpg,What’s the nickname of this figure?,Look closely—Alhaitham is present in this image.
Alhaitham/07958292.jpg,This character wields a powerful weapon. Name them.,How could anyone forget Alhaitham?
Aloy/07958910.jpg,Is this character familiar? Name them.,One of the most famous fictional names—Aloy.
Aloy/07959409.jpg,Which hero/villain is depicted here?,One of the most famous fictional names—Aloy.
Aloy/07960073.jpg,This character plays an important role. What’s their name?,"A striking character, Aloy, is in the spotlight here."
Aloy/07960694.jpg,What’s the full name of this character?,Aloy is remembered for their amazing story.
Aloy/07961264.jpg,This is an image of which character?,Spotting Aloy in this scene should be easy.
Aloy/07961825.jpg,Who is the main character in this scene?,Aloy is known for their unique style.
Aloy/07962321.jpg,What is this character called?,There’s something unforgettable about Aloy.
Aloy/07962733.jpg,This is a famous character. Who is it?,"A symbol of their universe, Aloy, is seen here."
Aloy/07963182.jpg,What is this character called?,Every series has an iconic character—this one is Aloy.
Aloy/07963591.jpg,What’s this character’s background story?,Aloy is the character shown in this image.
Aloy/07964036.jpg,This character is from which series?,"If you've watched the series, you'd instantly know Aloy."
Aloy/07964461.jpg,This is a powerful character. Who is it?,Aloy is a name heard all over the fandom.
Aloy/07964872.jpg,Which legendary warrior is this?,Think carefully. You’ve seen Aloy before.
Aloy/07965285.jpg,Can you recall this character’s name?,The identity of this character is clear—it’s Aloy.
Aloy/07965696.jpg,Do you know this character?,Aloy is a name heard all over the fandom.
Aloy/07966116.jpg,Try guessing the name of this hero.,Many fans admire Aloy for their personality.
Aloy/07966489.jpg,What’s the name of this villain?,This is none other than the incredible Aloy.
Aloy/07966981.jpg,Is this character familiar? Name them.,Seeing Aloy here is a nostalgic moment.
Aloy/07967447.jpg,What’s the name of this hero?,"If you've watched the series, you'd instantly know Aloy."
Aloy/07968002.jpg,Is this character familiar? Name them.,One of the most famous fictional names—Aloy.
Aloy/07968762.jpg,What’s the name of this hero?,"This character, Aloy, is well-known in their universe."
Aloy/07969380.jpg,Can you tell who this is?,"If you’ve seen the show, you must know Aloy."
Aloy/07970010.jpg,Tell me the alias of this character.,Seeing Aloy here is a nostalgic moment.
Aloy/07970461.jpg,What’s this character’s background story?,The story wouldn’t be the same without Aloy.
Aloy/07970861.jpg,This image features a well-known character. Who is it?,Even casual viewers would know Aloy.
Aloy/07971293.jpg,What character is this?,A memorable moment featuring Aloy.
Aloy/07971676.jpg,What’s the special ability of this character?,"A strong presence in the story, Aloy, is unforgettable."
Aloy/07972119.jpg,Which character is shown?,"This famous character, Aloy, is instantly recognizable."
Aloy/07972613.jpg,This character is from which series?,It’s not difficult to see that this is Aloy.
Aloy/07972993.jpg,A recognizable character. Who is it?,You might recognize Aloy from their signature look.
Aloy/07973370.jpg,Who do you see in this image?,"A legendary hero/villain, Aloy, is shown here."
Aloy/07973804.jpg,What’s the role of this character?,You’d immediately associate this image with Aloy.
Aloy/07974305.jpg,Who is this fighter?,Every series has an iconic character—this one is Aloy.
Aloy/07974941.jpg,Try to name this character.,Can you name a more legendary figure than Aloy?
Aloy/07975692.jpg,Do you know this character?,"A defining character in the story, Aloy, is featured here."
Aloy/07976136.jpg,Which figure is this?,Fans will instantly know this is Aloy.
Aloy/07976478.jpg,This hero saves lives. What’s their name?,Aloy is a name that every fan would know.
Aloy/07976800.jpg,Who is this anime/game legend?,"An unforgettable presence in the series, Aloy."
Aloy/07977111.jpg,Which legendary warrior is this?,Even casual viewers would know Aloy.
Aloy/07977431.jpg,Who is this iconic figure?,Aloy is a name heard all over the fandom.
Aloy/07977755.jpg,A recognizable character. Who is it?,It’s not difficult to see that this is Aloy.
Aloy/07978048.jpg,Which character is shown?,The design of this character is unmistakably Aloy.
Aloy/07978390.jpg,This is a legendary character. Who are they?,The character seen here is certainly Aloy.
Aloy/07978746.jpg,Is this a hero or a villain? What’s their name?,Even casual viewers would know Aloy.
Aloy/07979071.jpg,A recognizable character. Who is it?,This is one of the best shots of Aloy.
Aloy/07979409.jpg,Do you know this character?,"For many, Aloy is an all-time favorite."
Aloy/07979708.jpg,Guess the character.,There’s no mistaking the look of Aloy.
Aloy/07980102.jpg,Who is portrayed in this image?,Fans of the genre all know Aloy well.
Aloy/07980521.jpg,This is an image of which character?,"An unforgettable presence in the series, Aloy."
Aloy/07981013.jpg,Who is this fighter?,Look at the details—this must be Aloy.
Aloy/07981574.jpg,Who does this image represent?,You’ll see Aloy quite often in this series.
Aloy/07982063.jpg,What’s the name of this villain?,Can you name a more legendary figure than Aloy?
Aloy/07982588.jpg,What’s the name of this villain?,There’s something unforgettable about Aloy.
Aloy/07982977.jpg,Identify this character.,"A legendary figure in the fandom, Aloy is iconic."
Aloy/07983302.jpg,What’s the name of this villain?,"A strong presence in the story, Aloy, is unforgettable."
Aloy/07983632.jpg,What character is this?,Aloy is instantly recognizable in this outfit.
Aloy/07984021.jpg,Which famous figure is shown here?,"A remarkable figure, Aloy, is easily spotted."
Aloy/07984440.jpg,Who is the main character in this scene?,"No doubt, fans will recognize Aloy here."
Aloy/07984827.jpg,Any idea who this might be?,The character seen here is certainly Aloy.
Aloy/07985210.jpg,This character is quite popular. Can you name them?,Even casual viewers would know Aloy.
Aloy/07985604.jpg,This character is from which series?,This is a well-documented moment of Aloy.
Aloy/07986022.jpg,The image contains which character?,"A strong presence in the story, Aloy, is unforgettable."
Aloy/07986414.jpg,What’s the nickname of this figure?,Characters like Aloy leave a lasting impression.
Aloy/07986858.jpg,Can you recognize this character?,Aloy always stands out with their presence.
Aloy/07987273.jpg,Which game character is this?,"An unforgettable presence in the series, Aloy."
Aloy/07987707.jpg,Give me the name of this character.,"An unforgettable presence in the series, Aloy."
Aloy/07988153.jpg,What is the name of the character in this picture?,Every series has an iconic character—this one is Aloy.
Aloy/07988635.jpg,Which franchise features this character?,It’s not difficult to see that this is Aloy.
Aloy/07989281.jpg,What’s the special ability of this character?,How could anyone forget Aloy?
Aloy/07989871.jpg,Tell me the identity of this character.,Aloy is remembered for their amazing story.
Amber/07990481.jpg,This character is quite popular. Can you name them?,Amber is a major part of their storyline.
Amber/07990900.jpg,Is this a hero or a villain? What’s their name?,This frame features the beloved Amber.
Amber/07991327.jpg,This is a mystery. Can you solve it?,This frame features the beloved Amber.
Amber/07991733.jpg,Who is portrayed in this image?,Seeing Amber here is a nostalgic moment.
Amber/07992118.jpg,Who is this iconic figure?,This is one of the best shots of Amber.
Amber/07992498.jpg,Can you tell who this is?,Seeing Amber in this scene brings back memories.
Amber/07992891.jpg,Can you recognize this character?,"A symbol of their universe, Amber, is seen here."
Amber/07993275.jpg,Try to name this character.,There’s no mistaking the look of Amber.
Amber/07993671.jpg,What’s this character’s background story?,Can you name a more legendary figure than Amber?
Amber/07994132.jpg,You’ve seen this face before. Who is it?,This is one of the best shots of Amber.
Amber/07994561.jpg,This is a mystery. Can you solve it?,This character stands out—it’s Amber.
Amber/07995018.jpg,This image features a well-known character. Who is it?,Not hard to tell—this is clearly Amber.
Amber/07995441.jpg,Which anime/game character is in this image?,Every series has an iconic character—this one is Amber.
Amber/07995906.jpg,Any idea who this might be?,The world of fiction wouldn’t be the same without Amber.
Amber/07996393.jpg,Guess the character.,"A striking character, Amber, is in the spotlight here."
Amber/07996777.jpg,This is a legendary character. Who are they?,Seeing Amber here is a nostalgic moment.
Amber/07997146.jpg,Which anime/game does this character belong to?,Characters like Amber leave a lasting impression.
Amber/07997552.jpg,What is the name of the character in this picture?,"A widely recognized character, Amber."
Amber/07997926.jpg,This is a mystery. Can you solve it?,This is a well-documented moment of Amber.
Amber/07998248.jpg,What character is this?,Amber has one of the most memorable faces.
Amber/07998557.jpg,Which universe does this character belong to?,"A symbol of their universe, Amber, is seen here."
Amber/07998919.jpg,Who is the antagonist in this image?,It’s hard to mistake Amber for anyone else.
Amber/07999326.jpg,Which character is shown?,"An unforgettable presence in the series, Amber."
Amber/07999762.jpg,Is this a hero or a villain? What’s their name?,Amber is known for their unique style.
Amber/08000171.jpg,Tell me the alias of this character.,I can tell that this must be Amber.
Amber/08000554.jpg,Is this character familiar? Name them.,Fans will instantly know this is Amber.
Amber/08000957.jpg,What’s the real identity of this masked character?,This moment is a classic one for Amber.
Amber/08001381.jpg,What is the name of the character in this picture?,A memorable moment featuring Amber.
Amber/08001822.jpg,This character is quite popular. Can you name them?,The name you're searching for is indeed Amber.
Amber/08002275.jpg,The image contains which character?,Fans have loved Amber for years.
Amber/08002755.jpg,This is a legendary character. Who are they?,The story wouldn’t be the same without Amber.
Amber/08003333.jpg,Who is this warrior?,"One of the most famous names, Amber, appears here."
Amber/08003789.jpg,This is a famous character. Who is it?,The identity of this character is clear—it’s Amber.
Amber/08004222.jpg,What’s the identity of this anime character?,You probably guessed it right—it’s Amber.
Amber/08004742.jpg,Who is this warrior?,Everyone in the fandom recognizes Amber.
Amber/08005159.jpg,Can you recall this character’s name?,"This famous character, Amber, is instantly recognizable."
Amber/08005600.jpg,Is this a hero or a villain? What’s their name?,Amber is instantly recognizable in this outfit.
Amber/08006012.jpg,The image contains which character?,"If you've watched the series, you'd instantly know Amber."
Amber/08006456.jpg,Who is the antagonist in this image?,It’s quite obvious that this is Amber.
Amber/08006843.jpg,Which universe does this character belong to?,Everyone in the fandom recognizes Amber.
Amber/08007231.jpg,Who do you see in this image?,One of the most famous fictional names—Amber.
Amber/08007621.jpg,Do you know this character?,Amber has made quite an impact on fans.
Amber/08007946.jpg,Tell me the alias of this character.,"The expression here is classic Amber, no doubt."
Amber/08008331.jpg,You’ve seen this face before. Who is it?,The character seen here is certainly Amber.
Amber/08008795.jpg,Which character is shown?,This character’s name is none other than Amber.
Amber/08009368.jpg,This character wields a powerful weapon. Name them.,I can tell that this must be Amber.
Amber/08009991.jpg,What’s the nickname of this figure?,This is a well-documented moment of Amber.
Amber/08010569.jpg,Which universe does this character belong to?,It’s quite obvious that this is Amber.
Amber/08011033.jpg,Which character is shown?,It’s safe to say that this is Amber.
Amber/08011485.jpg,Which anime/game does this character belong to?,This is none other than the incredible Amber.
Amber/08011860.jpg,Which anime/game does this character belong to?,This is a well-documented moment of Amber.
Amber/08012209.jpg,Name this character.,It’s quite obvious that this is Amber.
Amber/08012596.jpg,Can you identify this person from just the image?,Amber has been a fan favorite for years now.
Amber/08013026.jpg,Who is this anime/game legend?,The artistic design gives away Amber instantly.
Amber/08013443.jpg,What’s the title of this character?,Many fans admire Amber for their personality.
